Point,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
276,-3.952832596,5003.952833,5.852155417,1.22757868,11.32166578,-0.300549128,15.62488553,-0.313808025,2.246050666,13.83126153,-1.326025111,996.0471674,6.26979E+14,0.776852809,13.17509439,-3.615756625,4.491818216,8.961825524,-5.704863938,-1.595566131
277,6.441788281,4993.558212,9.879165919,-3.826348918,5.896623182,1.410057246,41.49663626,-0.843312599,-2.878706405,13.67646365,-2.596086091,1006.441788,6.21785E+14,-3.141862227,12.17515144,-0.026813297,9.358378696,6.071331326,8.617599705,-2.08903858
278,-4.607773527,5004.607774,10.50887853,2.056344598,6.719203073,1.909982398,21.23157687,-0.74731746,-3.214916657,4.713863111,-1.805935794,995.3922265,6.27307E+14,1.504578576,7.380879218,-2.552369688,5.49283429,5.615972111,2.767689716,-1.604925028
279,6.050299025,4993.949701,5.436299148,0.347862508,11.51359683,-0.201268691,36.60611829,-1.066193526,-1.088479965,7.655758941,-1.825407101,1006.050299,6.2198E+14,1.54167547,10.21773737,1.623751396,8.94459013,-1.663569898,12.75297506,0.282747088
280,1.825858018,4998.174142,11.91537674,0.154224653,9.088804926,0.78614882,3.3337575,-3.294285656,-0.033174792,5.47502608,0.968351734,1001.825858,6.24088E+14,-0.466435179,10.54209655,0.712245399,12.27091512,-1.816153482,11.84932717,2.462222296
281,4.406321045,4995.593679,10.07135779,1.088006181,11.23566168,0.471037973,19.41566515,-0.378303424,-1.141616287,11.59499243,1.674729482,1004.406321,6.228E+14,1.863220011,7.935990628,-0.929704265,10.01432206,1.277863178,8.017748225,-0.5765591
282,1.756328883,4998.243671,11.94916005,0.532536026,5.278171976,0.563123294,3.084691147,-3.003302067,1.967123568,6.42562352,-2.704428178,1001.756329,6.24122E+14,-0.021458251,9.760346018,-2.267508204,14.1206546,7.367033167,-1.316815653,-0.646264106
283,2.419984704,4997.580015,8.557342,1.875324711,10.20307054,2.137456184,5.856325966,-1.271658453,-3.071203639,9.050713015,-2.713928768,1002.419985,6.23791E+14,-2.874834362,7.361254495,-2.511314156,4.650752576,8.759803678,7.890053351,-2.356896418
284,-1.564439363,5001.564439,11.87211211,-1.988131998,4.420060244,1.471523594,2.44747052,2.188913719,1.568662739,6.993017502,-1.72663519,998.4355606,6.25783E+14,-0.104362232,13.05952505,0.800876396,9.087845246,-1.396446184,-1.453856243,-1.726342096
285,3.013666583,4996.986333,12.89101344,-0.816164525,9.803940753,1.808531602,9.082186271,0.748982161,-0.504949662,10.14424521,1.916235484,1003.013667,6.23495E+14,-2.969930091,9.287378033,-2.667095994,7.089084425,8.710216442,3.844746786,1.874209566
286,4.450385423,4995.549615,8.851518326,-3.241263362,8.432818014,1.350349949,19.80593041,-0.469305498,0.073383389,10.79230121,-0.755512902,1004.450385,6.22778E+14,-1.15838392,11.85349174,0.50763796,9.33489218,13.73194993,0.378089923,-3.160237437
287,-6.105976371,5006.105976,11.87596261,-1.581348432,13.06554524,1.441551579,37.28294744,1.61080883,-3.055494636,8.294998091,-3.663200806,993.8940236,6.28059E+14,2.052889506,6.994014834,-0.617038813,5.140659924,3.42819077,-4.635401136,-0.386407014
288,-2.893366024,5002.893366,13.57019775,-2.889996214,12.4343371,1.208630879,8.371566947,-3.268285423,2.301522922,8.385302767,-0.450588854,997.106634,6.26448E+14,1.683906002,12.66205764,2.016512249,5.752831567,9.584899432,-1.881600732,-0.165010218
289,-1.872618577,5001.872619,11.94779986,0.387672653,5.361959521,1.176764605,3.506700335,0.736802449,-0.624642639,6.556147364,0.79881858,998.1273814,6.25937E+14,-2.542433714,9.746668779,0.007159126,10.50325613,4.477904659,0.744581616,-0.84784797
290,-3.893471314,5003.893471,7.253503052,-3.090682519,10.42970799,0.094159801,15.15911887,-2.600160627,1.240687758,9.805012446,1.502064757,996.1065287,6.26949E+14,-0.126544088,10.27531536,-0.354727198,11.45179729,12.76252342,10.51438535,1.737829537
291,-3.073474589,5003.073475,7.503267122,-1.631451247,13.54487462,1.01125592,9.446246046,2.731514,2.377226133,12.24169193,0.076184757,996.9265254,6.26538E+14,1.664539329,6.10333209,-0.724794186,4.630199016,9.555226784,9.560785778,-2.207099692
292,-6.792122417,5006.792122,8.929998967,-2.623001593,13.82657809,2.491798846,46.13292692,0.455907996,-0.428234316,7.507008669,-3.51786719,993.2078776,6.28403E+14,-0.941575721,7.672397482,1.327608539,11.24529319,11.2657999,-0.432996087,2.023118578
293,-7.042101537,5007.042102,11.1072295,-3.870848582,10.26056034,0.616273193,49.59119405,-2.321072848,-1.477808201,4.600805453,1.127173928,992.9578985,6.28528E+14,-0.379594645,8.070224461,-2.779662794,7.530190296,12.96021224,-1.587238897,-1.888059138
294,-6.608647687,5006.608648,11.97707144,1.165224805,10.52040459,1.785862451,43.67422426,0.477879838,2.392361945,10.37715599,-0.919184172,993.3913523,6.28311E+14,-1.043269091,8.270794209,-0.987605049,12.5210858,-5.503115784,9.647112843,-0.046914837
295,-0.396177366,5000.396177,10.35883144,-1.739578224,8.642896543,2.207151588,0.156956505,-0.9206872,0.830473839,10.14915341,0.145688078,999.6038226,6.25198E+14,-0.832020677,12.00877161,1.297423832,7.643165814,3.828658142,-3.957537486,-0.604265401
296,2.487379581,4997.51262,10.88190911,-0.345287408,11.87760891,1.954642889,6.187057181,-3.046828436,-2.29842549,11.70423865,-1.261670867,1002.48738,6.23757E+14,-2.421063975,5.50078097,-2.982099885,13.13772844,-4.42964763,-4.281586332,-0.471797982
297,-6.906968495,5006.906968,10.94341576,-2.885261716,8.588276212,1.383693502,47.7062138,-2.588348801,-0.084861667,14.36115103,-2.309204876,993.0930315,6.28461E+14,-1.149960557,6.209976621,-2.313284478,6.476153399,10.34342029,-0.047362869,2.385168759
298,-6.345456092,5006.345456,10.3044006,-1.078456929,5.119929801,0.018413963,40.26481302,2.691072589,-2.401533601,8.902453402,-1.687323116,993.6545439,6.28179E+14,0.533751932,13.91916194,1.843859574,11.39038981,4.708006132,9.798558891,0.729782271
299,5.609401006,4994.390599,10.72243222,-0.895065697,7.170573594,2.537566768,31.46537965,-1.130950117,-1.522422437,7.475048196,-2.636937808,1005.609401,6.222E+14,1.094251736,4.692121961,-3.662023957,5.022026013,5.649387952,9.932265711,0.748872403
300,-0.931899361,5000.931899,11.93024262,-3.225078507,9.996094913,2.445074615,0.86843642,-3.141901891,0.324795995,12.64304232,-3.921702436,999.0681006,6.25466E+14,2.259438012,11.28372806,0.360573693,6.878393563,-4.209747563,-3.718847113,2.598591415
301,-6.706159118,5006.706159,9.777690172,-2.701305913,10.80445395,0.275410855,44.97257011,0.7453342,-3.094236876,7.084664484,-3.098296604,993.2938409,6.2836E+14,-0.004363336,11.9204814,-2.385921543,9.244463493,8.406848623,7.806661174,-0.825456262
302,-2.420598809,5002.420599,14.29985488,-0.555901015,13.51803324,1.716443716,5.859298593,-0.061667346,-0.411232165,9.843666824,-2.104470524,997.5794012,6.26211E+14,-1.839859376,12.8637238,-3.183308202,9.572043712,-3.734279844,4.781688564,-3.054327717
303,1.870605109,4998.129395,7.253086716,0.441206054,7.652939469,2.524323466,3.499163475,0.562338679,-2.379095716,13.68291058,1.323063097,1001.870605,6.24065E+14,-2.975553753,4.603508396,-0.392647597,12.75354362,11.11462063,11.9119934,-2.884663374
304,1.252509024,4998.747491,6.672607607,1.767476414,8.291704491,1.778623193,1.568778855,2.540346605,0.09290256,8.407194377,-2.861007599,1001.252509,6.24374E+14,-1.003539474,10.07805684,-3.155034461,13.90926124,-1.529276936,10.4998341,-0.225573646
305,5.787405116,4994.212595,10.90342659,1.157131891,10.77106597,2.169276418,33.49405798,-2.044134549,-2.198906118,7.364373624,1.540912087,1005.787405,6.22111E+14,0.816373596,11.43441817,-3.41288618,7.517085276,-3.103926796,5.416698912,0.607087418
306,1.141009818,4998.85899,11.13568469,1.20483311,7.526654845,1.176955155,1.301903406,-2.142213654,0.477464727,11.86294436,-3.587599212,1001.14101,6.2443E+14,0.383816154,7.559199391,0.283838312,13.08466906,10.73595357,0.419857035,-0.681293597
307,-4.184714492,5004.184714,11.65734276,0.424115058,14.57881009,1.943212625,17.51183538,-2.144415714,0.301499071,14.50001394,-2.361399029,995.8152855,6.27095E+14,0.003458028,8.070633106,-1.529293787,12.01050445,14.02612535,4.769398182,-0.001421004
308,3.770201854,4996.229798,7.314253608,-1.341163013,9.277594871,0.14576916,14.21442202,2.351377288,2.898456833,14.24711009,0.524772176,1003.770202,6.23117E+14,1.063550622,10.58016123,-0.721150701,9.027552522,-3.625444994,3.848609349,1.94758375
309,6.80133693,4993.198663,7.825696415,0.967492631,8.328732671,0.592639337,46.25818403,1.819018433,-2.824720295,13.35814957,-1.332847981,1006.801337,6.21606E+14,-2.901129397,8.503525997,0.550227252,9.438210527,11.02400893,11.42576998,-2.008912388
310,-1.929896205,5001.929896,7.286273256,1.440630355,6.807024692,2.161964535,3.724499361,-1.281366241,-0.316591351,13.71907597,-2.94470898,998.0701038,6.25966E+14,-1.132437925,12.96414703,-0.240556548,9.065502578,1.672335329,1.591047252,-1.998464179
311,-2.598325621,5002.598326,14.65308552,-0.942193445,5.022414576,2.506802505,6.751296034,-1.572849345,-2.527987366,6.83443348,1.239491533,997.4016744,6.263E+14,-2.884735945,13.09748361,-0.293171853,6.561060036,10.92122584,9.751369385,0.638650999
312,-5.889478909,5005.889479,13.10496364,0.880165358,9.782933009,2.243543263,34.68596182,-0.491328863,-0.761550818,10.30638872,0.304001145,994.1105211,6.2795E+14,1.479430482,10.44539828,-0.972244333,9.055744132,10.25104948,8.945905325,-1.607900132
313,-0.024267431,5000.024267,4.720224953,1.456705943,10.09077015,0.731762977,0.000588908,-0.488518544,1.442524447,9.777528596,-3.933850878,999.9757326,6.25012E+14,2.121425061,8.348526892,-1.716114393,13.72259186,-3.104193544,3.676731705,-2.851230657
314,3.808859942,4996.19114,12.21850137,-3.613457032,11.47415134,0.235519145,14.50741406,2.110257962,2.459200964,14.48566042,-0.424298934,1003.80886,6.23098E+14,1.320478949,5.495726716,0.662508116,9.868697741,4.843360306,10.69823061,1.761139571
315,3.522878288,4996.477122,4.743640962,1.006684338,8.565971771,2.355723961,12.41067143,2.202420525,-2.843821442,8.372136102,-1.757146442,1003.522878,6.2324E+14,2.203593519,12.0480335,-0.395029614,11.56764338,8.867063032,10.17046611,2.728601396
316,5.227834088,4994.772166,11.43789767,-3.94367242,11.66740207,2.224285522,27.33024925,1.877635407,-0.114614011,6.464355668,-0.393574853,1005.227834,6.2239E+14,-2.924642172,6.992452361,-2.543419609,10.4821907,11.85529748,2.084619689,-0.944988401
317,-1.151466126,5001.151466,9.678930023,0.971924564,13.27743293,1.169731402,1.325874239,-0.630502914,-0.688527699,8.037194836,-0.579354146,998.8485339,6.25576E+14,0.889052513,8.456408737,1.321979659,9.489910108,-4.694229075,6.073739355,-0.053950124
318,2.817107091,4997.182893,9.682113357,-1.565117,5.847263397,1.959136557,7.936092363,2.455310609,0.294201994,14.5754852,1.100620288,1002.817107,6.23593E+14,0.844028664,14.53705958,0.245061048,6.181187829,3.358403262,10.50097237,-2.459994685
319,4.571705651,4995.428294,4.843610288,0.264760224,9.797293615,1.622924197,20.90049256,-2.392106906,-0.689904596,6.849756201,1.252553076,1004.571706,6.22717E+14,2.527086442,6.146704729,-1.870764429,9.33951507,6.342957272,7.871040987,0.049495545
320,-0.409918434,5000.409918,9.166932256,-1.008963553,7.538632432,1.471534095,0.168033123,-2.151407442,0.414033655,14.07297758,-3.427674541,999.5900816,6.25205E+14,-1.891570487,7.302378388,0.02079025,12.45175327,6.184509749,-0.574761722,-1.094226042
321,4.731986412,4995.268014,14.19841613,-2.921221204,10.19264923,1.319570924,22.3916954,3.083015272,-0.11003532,10.74278603,-1.813717216,1004.731986,6.22637E+14,-1.624183052,13.78660271,1.299864349,13.83643952,0.092387699,10.78379708,2.89003523
322,6.767297105,4993.232703,6.789532227,0.121384574,6.649713816,0.43314631,45.79631011,0.713970448,1.5767484,10.99010497,0.698845478,1006.767297,6.21623E+14,0.228626869,9.214655846,-3.202773166,9.356585549,11.52863487,8.436675085,-1.015521457
323,-6.187389712,5006.18739,7.952520452,-2.976751422,14.62987363,0.618809839,38.28379145,3.038582428,1.57037694,12.00708317,1.178700112,993.8126103,6.28099E+14,2.108162211,7.608508227,-3.364728254,8.050214417,14.49087977,14.41666563,1.380973227
324,3.53017189,4996.469828,12.22217702,-2.448677637,10.91728337,2.657580205,12.46211357,0.31650874,0.548496542,9.852193334,0.402237911,1003.530172,6.23237E+14,-1.593404467,14.12859338,-2.176821159,5.118897946,2.040366938,13.52197165,-2.611409825
325,2.367111443,4997.632889,8.027948568,-0.087802122,10.39744554,2.727795024,5.603216586,2.200205132,-1.584482855,11.80131196,-2.703297963,1002.367111,6.23817E+14,-1.695473407,11.50241579,-1.066784237,10.94023818,-2.858350221,2.439432151,-2.496418851
326,4.458659943,4995.54134,11.38049416,0.881158128,11.41657304,2.634567824,19.87964849,-1.241988203,0.628740346,9.199764183,-1.544662388,1004.45866,6.22774E+14,-1.776184632,7.82920342,1.335876223,13.13693316,8.816648348,13.37772696,-2.165050491
327,-0.877755069,5000.877755,7.068058126,-3.923621611,12.03166459,1.742592227,0.770453961,-2.703976084,2.962043033,9.778072311,-3.699387495,999.1222449,6.25439E+14,-1.02416765,13.06185257,-2.514390559,13.57805025,7.830351064,10.79029232,2.280842109
328,6.93689373,4993.063106,14.70781152,-1.957768401,6.974482292,0.226164969,48.12049462,-0.432488414,-1.743631413,14.09628248,-1.093038438,1006.936894,6.21539E+14,2.344499871,11.51814965,-1.349908785,13.02920994,-1.701726168,9.926683936,0.133247913
329,-1.503437477,5001.503437,11.18818606,1.071096606,8.021608252,0.514882367,2.260324248,3.046350579,0.048043041,14.77934042,-3.500500488,998.4965625,6.25752E+14,-0.132032496,8.131143069,-1.225262845,7.602696467,11.66926092,4.141440942,-2.024656147
330,6.99915927,4993.000841,6.46788185,-1.127160812,10.00701634,1.416110124,48.98823049,-0.343039853,-2.335541043,7.265665274,-1.063284323,1006.999159,6.21508E+14,-0.230619347,12.90503621,1.874975938,13.97469692,14.57154746,2.289993623,1.754373121
331,-5.511106621,5005.511107,8.747687511,-3.510723741,12.13906143,2.325686964,30.37229619,-1.719336268,1.487748382,11.71100338,-0.670773081,994.4888934,6.2776E+14,1.05067661,6.985181423,1.008509007,11.92289201,5.595556871,-1.514083906,0.661412966
332,-0.066938009,5000.066938,12.71394883,-1.099878347,9.114540569,2.005905207,0.004480697,1.588867032,1.793994423,14.50144231,-0.869928237,999.933062,6.25033E+14,0.134091616,6.469674242,-1.343439863,9.844904859,14.92953834,12.52484433,2.882771545
333,-6.251855198,5006.251855,7.952547063,-3.680548838,10.75543255,2.837436763,39.08569342,-1.394501239,-2.005264785,6.981558004,0.949901737,993.7481448,6.28132E+14,0.160310137,10.43557136,-3.270336423,14.43042255,1.045565246,3.52733781,-0.155225107
334,4.845427298,4995.154573,8.678466794,1.445753228,11.99914446,2.670099932,23.4781657,0.692992684,-1.878783297,8.800303327,-3.318502131,1004.845427,6.22581E+14,0.348517887,12.72449199,-3.942984156,6.463834914,6.647974734,-1.168787057,-2.075197172
335,-5.629587147,5005.629587,5.427502321,-2.097262511,8.932840038,2.598895275,31.69225144,-0.037480393,-0.906440625,9.000350067,-1.517738673,994.3704129,6.2782E+14,1.549758321,7.089710026,-0.228485744,10.74108273,14.9546783,5.173007271,1.103907522
336,2.780843768,4997.219156,11.46914136,-2.370842622,9.516699384,2.511060263,7.733092062,-2.551019415,0.291449016,12.52453901,1.40094149,1002.780844,6.23611E+14,3.038425295,14.19959384,-0.593828741,13.99027512,11.08067561,9.053792362,0.388646735
337,0.96336043,4999.03664,7.303010474,0.786516684,11.2191109,0.941335892,0.928063318,1.223660406,1.566432415,12.48632516,-2.739292195,1000.96336,6.24518E+14,-0.886335297,6.750193294,-0.967779542,12.28446073,3.984135962,-3.013173493,1.708373763
338,7.07519104,4992.924809,9.573438726,-1.871347418,8.643489382,1.500948628,50.05832826,-1.272891824,0.220600973,7.395036576,0.095952969,1007.075191,6.2147E+14,-1.816158753,10.25803595,-1.396127949,14.54286407,0.954843154,-2.944466221,1.289723259
339,-1.016502641,5001.016503,12.19350326,-2.85733962,6.731268877,2.205385292,1.03327762,1.605395687,0.93021463,7.266414327,-1.0998209,998.9834974,6.25508E+14,-2.229579452,13.21560667,0.142367501,12.96689838,10.72793471,7.280519903,1.998612069
340,3.649601855,4996.350398,7.300862342,1.735668291,12.91444383,1.47349603,13.3195937,-2.535990976,3.235280777,5.785288395,-3.221880262,1003.649602,6.23177E+14,2.99743731,12.70293067,1.268261645,11.56930603,-4.860096149,13.59607324,-1.55098539
341,2.14517613,4997.854824,8.146360333,0.341572501,12.40133265,1.330244352,4.60178063,2.948364022,-2.398298622,7.658399258,0.503351699,1002.145176,6.23928E+14,1.153526764,8.020271275,-3.485529832,10.20476396,5.043476898,5.406099092,0.946682357
342,0.545083536,4999.454916,7.867559243,-2.029876596,7.699199391,0.534408935,0.297116061,1.701055347,1.023110375,12.15531593,1.484838837,1000.545084,6.24728E+14,0.562354212,13.47853364,-0.447145007,12.18066662,2.547265914,12.91840445,-2.49771115
343,1.790426667,4998.209573,9.402732185,1.182321687,8.27415254,0.595853498,3.205627651,0.794369546,-1.034476635,10.79363573,-0.792925381,1001.790427,6.24105E+14,0.927399554,10.39308316,1.575426545,11.52880536,-1.981975458,9.619044171,-1.916301812
344,3.83550169,4996.164498,9.964270257,-2.007099456,10.4962902,1.770538006,14.71107322,-2.242442818,2.443706668,12.48442231,-2.835456641,1003.835502,6.23084E+14,-0.556322812,6.745359475,-2.622726722,13.14240413,5.544101418,5.81942098,1.92430147
345,3.071036206,4996.928964,7.063408523,1.003280447,13.2931238,1.925335193,9.431263378,-1.570240675,3.359326116,9.633961744,-1.62808246,1003.071036,6.23466E+14,-1.016322506,9.445772414,-0.00855317,13.20588303,3.035239145,2.641322174,-0.937150821
346,3.349241949,4996.650758,10.28771356,1.466521098,14.40851097,1.374901993,11.21742164,1.313028031,-2.010764121,6.893964323,-2.547193491,1003.349242,6.23327E+14,1.710884566,6.90335052,-3.480415833,7.099236206,4.671273946,13.99581044,1.142579227
347,-3.003769836,5003.00377,8.25574847,-1.627838942,11.60394125,1.43620522,9.022633229,-2.488152128,0.489555752,13.55810113,-0.365140832,996.9962302,6.26503E+14,2.763147526,9.947067895,0.887356773,8.913751318,14.72751714,-4.756257142,-2.122477232
348,-0.647484594,5000.647485,6.04653758,-3.717772671,13.69081536,2.929513357,0.4192363,-1.290741783,0.707676984,5.809636226,1.455380458,999.3525154,6.25324E+14,2.113694563,6.555909279,-3.267881035,10.70595945,4.198174667,11.2124976,0.734150306
349,2.051733133,4997.948267,6.982532493,2.044637558,13.45482241,0.476839868,4.209608849,1.527320576,2.588446402,7.97962275,0.254461408,1002.051733,6.23975E+14,2.901936855,14.37526494,-1.373356692,12.57958465,2.716282272,-0.071579945,3.345351244
350,6.355564373,4993.644436,7.555974231,-0.452306912,12.47860564,2.967308242,40.39319851,2.719946889,0.814139558,12.70669499,0.417208273,1006.355564,6.21828E+14,-1.917352683,6.180895587,-1.166175331,6.845758175,-3.861886158,4.861899112,1.513566607
351,0.507770919,4999.492229,13.96691282,0.313090666,12.74350098,2.455543182,0.257831306,1.9759023,3.235228194,13.19649743,2.022704035,1000.507771,6.24746E+14,0.910298389,9.651716289,-2.906389651,13.30544863,12.93061207,5.971001664,0.264020169
352,0.310224294,4999.689776,5.685968873,-2.078322702,11.45769468,2.781149692,0.096239112,2.355821797,2.411946676,14.42222654,1.220696748,1000.310224,6.24845E+14,3.021399527,9.364076741,-2.462198424,9.035298876,3.743464515,10.02021364,3.358824246
353,5.307780982,4994.692219,14.68644461,-0.01840694,9.05500957,1.428781906,28.17253895,2.330398504,1.577689906,12.15138774,0.130903748,1005.307781,6.2235E+14,-1.801080955,7.562897173,0.643854858,6.221903646,-4.347148284,3.74085308,1.421358211
354,0.689511804,4999.310488,6.106947618,0.576859658,15.14740283,1.828882998,0.475426528,-2.054183835,-0.51575006,10.12567553,-0.016027151,1000.689512,6.24655E+14,1.447681788,12.68276138,-3.319990572,6.153162944,3.787641907,5.052899072,3.023010133
355,2.243750957,4997.756249,9.027171439,0.214595645,7.416866869,2.02982962,5.034418355,1.838687213,1.950956235,7.001093777,-0.350066303,1002.243751,6.23879E+14,-0.232221875,10.35207988,-0.425750926,14.93281675,14.58278715,5.803249694,-2.428382821
356,-3.965161602,5003.965162,13.79432802,1.228414281,11.98834358,1.838241925,15.72250653,2.673649932,3.220273124,5.522729384,-1.496280597,996.0348384,6.26985E+14,1.646499807,13.87329462,-2.958327841,12.4042599,1.992040227,10.49356297,1.028782408
357,4.39715646,4995.602844,7.009167662,-1.445794809,13.41649215,2.508143502,19.33498494,1.165190829,0.060545176,12.90512103,-1.059278879,1004.397156,6.22804E+14,-0.171199753,8.83641471,-1.73012355,5.429889331,4.7560425,-1.363723873,-0.223441801
358,1.928023076,4998.071977,7.315642732,-2.41475366,11.24603546,1.993820512,3.717272981,2.317678978,3.074285614,8.951478865,-1.169224405,1001.928023,6.24037E+14,3.245588346,7.46335779,1.044250387,8.966116677,4.942506479,10.11603197,-1.391465213
359,-2.974388168,5002.974388,15.20603694,-0.206847429,12.20318548,2.820138389,8.846984972,0.18616497,2.070511436,11.72970745,-3.717075173,997.0256118,6.26489E+14,2.065321348,8.316104676,0.768587303,12.4168572,9.854033701,4.07539018,3.386632777
360,-0.638215298,5000.638215,12.87524905,-3.075217627,10.03592963,1.703994374,0.407318767,-1.118907654,-0.74471256,11.86919569,-2.530546356,999.3617847,6.25319E+14,-1.500371201,14.06119579,-3.703732943,9.306364251,-2.930781291,0.386466925,3.05278392
361,-4.709758926,5004.709759,12.70185077,-0.666722165,5.755313216,3.457284521,22.18182915,-2.107762343,2.59630835,13.48514396,-3.657028822,995.2902411,6.27358E+14,-2.353688908,8.407731478,1.373140713,13.77925646,5.342480474,3.462523979,2.482667657
362,-1.421448654,5001.421449,8.029980665,-0.874688429,14.57008991,1.545654202,2.020516275,-1.306649346,3.439157893,12.44626349,0.369820661,998.5785513,6.25711E+14,-0.790539903,14.02417267,-3.487926836,11.76140628,7.654335256,3.213771224,-0.721038426
363,-0.390543054,5000.390543,12.25116944,0.911400815,6.491493518,3.406763306,0.152523877,-0.359586875,0.647467234,9.060012061,0.873895375,999.6094569,6.25195E+14,-1.658853544,9.741137278,-0.062004923,15.01087231,9.587607913,-1.72596422,-2.091744819
364,-5.318800304,5005.3188,8.938347872,0.460569397,9.367723427,1.659521226,28.28963668,2.822714257,-2.313007994,9.089109404,0.668039237,994.6811997,6.27664E+14,3.05908468,14.40816822,-2.030022058,6.657149401,-4.654323726,-2.498761014,0.849291501
365,3.734098157,4996.265902,12.29178077,1.029060243,9.236940901,1.075745966,13.94348904,-1.93974048,-1.328478054,14.26642354,-2.63427069,1003.734098,6.23135E+14,-0.659933217,8.421098547,-3.072395823,13.11231752,5.227938989,0.315045485,0.012914656
366,3.001935849,4996.998064,12.45909264,-2.383941619,8.916462418,2.262830734,9.011618841,0.301314784,1.228398608,10.62647243,0.14780195,1003.001936,6.235E+14,-0.345724064,10.2310694,1.135466053,11.90747308,13.22232353,4.326347456,1.749392919
367,-1.185463546,5001.185464,6.667750163,1.776702066,13.75567588,2.404007014,1.405323819,2.234997625,1.779729541,13.27750114,0.020632173,998.8145365,6.25593E+14,3.500574374,5.845085735,1.140200998,6.009798718,-0.195821311,9.349189523,0.133277586
368,-1.119227334,5001.119227,13.53792404,-2.309224193,9.333679428,1.325157756,1.252669826,1.66327248,-2.372427474,7.836806986,-1.411502344,998.8807727,6.2556E+14,3.392547913,5.8728657,-2.133848288,14.30934866,-2.29938857,-0.818948269,-2.37435431
369,-4.692137482,5004.692137,12.67390268,-2.454765911,9.422506581,3.519683808,22.01615415,-0.217350664,-0.330966933,11.55068223,-0.869349831,995.3078625,6.27349E+14,0.075422675,11.73731005,-1.327415447,5.412189986,4.618730899,13.36846571,-1.802226682
370,1.169567761,4998.830432,9.005725434,-3.275430135,13.41352318,0.773611305,1.367888747,-0.795371355,2.461408419,13.40500744,-1.843912822,1001.169568,6.24415E+14,-0.968393749,13.75406375,-1.42891482,6.271067667,-3.071286215,12.4808404,1.12795872
371,1.215597967,4998.784402,13.75777998,0.370100866,8.320520697,2.486412245,1.477678417,1.050269113,2.818114214,15.25562689,1.203007027,1001.215598,6.24392E+14,1.247549327,9.116463391,-1.996419852,8.305896798,-3.64908291,7.061934996,-0.544973523
372,-2.773812677,5002.773813,14.41810165,-3.091646364,7.867020167,0.769538627,7.694036768,2.920061471,3.532593094,8.725724211,-0.203246276,997.2261873,6.26388E+14,0.592627744,13.6365352,-2.949790728,7.874544177,9.991790024,-1.574235981,-0.898470617
373,-2.032478763,5002.032479,13.4707635,1.751480736,11.17468889,2.242969817,4.130969921,0.07207561,-2.013935181,10.67932918,-1.501871419,997.9675212,6.26017E+14,1.60963452,13.47551185,1.907775486,9.527908347,-4.544524386,5.929184251,1.104505695
374,4.789513619,4995.210486,13.53360289,-2.282422204,8.721792526,2.187998861,22.93944071,-1.578510589,2.986489141,12.56497261,1.012936855,1004.789514,6.22609E+14,1.657052747,10.85041928,-2.932996994,6.124743986,-4.109292856,-1.877059413,-1.609093661
375,5.241419977,4994.75858,14.48082724,-0.209632074,13.65936218,1.803173582,27.47248338,0.4070368,2.28794395,9.57948361,-3.283686936,1005.24142,6.22383E+14,-0.992113421,14.07010134,-3.711327519,9.666232441,13.80437149,-1.082033407,-2.183046953
376,-1.117746997,5001.117747,6.951780499,1.431938245,10.62274649,3.552114025,1.249358348,1.071645377,3.193757712,12.75825948,2.19775276,998.882253,6.25559E+14,3.141918133,7.429469732,-0.725996078,14.14869848,10.70748003,6.190325106,3.641529299
377,-6.189951223,5006.189951,13.52546087,1.508734271,6.23701946,1.045000092,38.31549614,1.43838999,1.316883627,8.462373149,-1.069757531,993.8100488,6.28101E+14,0.963714802,8.335833033,-2.239768547,7.4972559,-1.922816877,5.738791134,-1.66623876
378,2.951584847,4997.048415,6.871456098,-1.199920175,15.18717909,2.671569324,8.711853106,0.964634821,-1.48482463,12.83716354,-0.282407688,1002.951585,6.23526E+14,3.3347268,9.074579033,1.658015103,10.60044633,-0.900583902,-1.380184834,1.749753428
379,-1.862899841,5001.8629,10.62514255,-2.757911885,9.25334594,3.389984789,3.470395816,0.233194826,-1.584937198,7.514900229,-1.423432406,998.1371002,6.25932E+14,-0.295196899,13.20948256,-0.411580879,7.080939465,2.873324385,9.286012324,1.962038321
380,-5.347708676,5005.347709,9.121159264,2.014500902,10.16435413,3.611401629,28.59798809,-1.865217662,-1.985642662,8.493721279,-2.494555275,994.6522913,6.27678E+14,-1.079881283,11.08709768,-3.358194729,7.770779972,6.197487314,-3.484537868,-1.620714495
381,-3.255310632,5003.255311,8.713815783,-2.400849852,9.715517022,2.185094083,10.59704731,2.313404971,-1.502588115,12.8128562,0.132334588,996.7446894,6.26629E+14,0.312355614,9.181627493,0.651989714,9.479585822,6.066633803,15.3713576,3.457414744
382,-5.260138943,5005.260139,12.51906957,0.283375739,10.61165532,1.679751144,27.6690617,1.681781013,-0.768559565,14.35034906,-0.943148883,994.7398611,6.27634E+14,2.905269451,13.68979287,2.06115113,8.796046149,10.39429039,2.870863738,1.487006671
383,-3.445384085,5003.445384,9.854097285,-3.181615313,8.449649675,3.37416071,11.87067149,-0.812446464,3.098554342,12.0683591,-0.612882547,996.5546159,6.26724E+14,0.753923029,11.56359752,1.849187481,10.57396752,5.546819666,4.201226431,-0.857703793
